section,method,url,doc,doc_url
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/outgoingPermission/accessCodes,Modify Access Codes for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-access-codes-for-a-workspace
Webex Calling Workspace Settings,POST,https://webexapis.com/v1/workspaces/{workspaceId}/features/outgoingPermission/accessCodes,Create Access Codes for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/create-access-codes-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/intercept,Read Call Intercept Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/read-call-intercept-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/intercept,Configure Call Intercept Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/configure-call-intercept-settings-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/outgoingPermission/autoTransferNumbers,Retrieve Transfer Numbers Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-transfer-numbers-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/outgoingPermission/autoTransferNumbers,Modify Transfer Numbers Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-transfer-numbers-settings-for-a-workspace
Webhooks,GET,https://webexapis.com/v1/webhooks,List Webhooks,https://developer.webex.com/docs/api/v1/webhooks/list-webhooks
Webhooks,POST,https://webexapis.com/v1/webhooks,Create a Webhook,https://developer.webex.com/docs/api/v1/webhooks/create-a-webhook
Webhooks,GET,https://webexapis.com/v1/webhooks/{webhookId},Get Webhook Details,https://developer.webex.com/docs/api/v1/webhooks/get-webhook-details
Webhooks,PUT,https://webexapis.com/v1/webhooks/{webhookId},Update a Webhook,https://developer.webex.com/docs/api/v1/webhooks/update-a-webhook
Webhooks,DELETE,https://webexapis.com/v1/webhooks/{webhookId},Delete a Webhook,https://developer.webex.com/docs/api/v1/webhooks/delete-a-webhook
Wholesale Billing Reports,GET,https://webexapis.com/v1/wholesale/billing/reports,List Wholesale Billing Reports,https://developer.webex.com/docs/api/v1/wholesale-billing-reports/list-wholesale-billing-reports
Wholesale Billing Reports,GET,https://webexapis.com/v1/wholesale/billing/reports/{id},Get a Wholesale Billing Report,https://developer.webex.com/docs/api/v1/wholesale-billing-reports/get-a-wholesale-billing-report
Wholesale Billing Reports,POST,https://webexapis.com/v1/wholesale/billing/reports,Create a Wholesale Billing Report,https://developer.webex.com/docs/api/v1/wholesale-billing-reports/create-a-wholesale-billing-report
